FILENAME,INSTANCE,GAME_TYPE,ALGORITHM_VARIANT,CUT,CUT_VALIDITY,ENUMERATE_NE,MODEL_TYPE,BRANCHING_STRATEGY,FEASIBILITY_TOL,SOLVE_STATUS,NUMBER_OF_NE_FOUND,NODE_EXPLORED,CUTS_ADDED,TIME,ANTICYCLING_MEASURES_TAKEN
slurm_20027963-132.out:result,../../../instances/NEP_knapsack_instances/2-20-8-weakcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,61,222,67.6806,0
slurm_20027963-1330.out:result,../../../instances/NEP_knapsack_instances/4-80-5-uncorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,27,20,3599.92,0
slurm_20027963-1331.out:result,../../../instances/NEP_knapsack_instances/4-80-5-weakcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,25,20,3599.92,0
slurm_20027963-1332.out:result,../../../instances/NEP_knapsack_instances/4-80-5-weakcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,14,16,3599.91,0
slurm_20027963-1333.out:result,../../../instances/NEP_knapsack_instances/4-80-5-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,8,16,3599.91,0
slurm_20027963-1334.out:result,../../../instances/NEP_knapsack_instances/4-80-5-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,10,12,3599.91,0
slurm_20027963-1335.out:result,../../../instances/NEP_knapsack_instances/4-80-5-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,16,20,3599.92,0
slurm_20027963-1336.out:result,../../../instances/NEP_knapsack_instances/4-80-8-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,17,28,3599.92,0
slurm_20027963-1337.out:result,../../../instances/NEP_knapsack_instances/4-80-8-strongcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,7,4,3599.91,0
slurm_20027963-1338.out:result,../../../instances/NEP_knapsack_instances/4-80-8-strongcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,4,8,3599.92,0
slurm_20027963-1339.out:result,../../../instances/NEP_knapsack_instances/4-80-8-strongcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,8,8,3599.91,0
slurm_20027963-133.out:result,../../../instances/NEP_knapsack_instances/2-20-8-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,2,8,0.416272,0
slurm_20027963-1340.out:result,../../../instances/NEP_knapsack_instances/4-80-8-strongcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,5,4,3599.92,0
slurm_20027963-1341.out:result,../../../instances/NEP_knapsack_instances/4-80-8-uncorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,26,36,3599.93,0
slurm_20027963-1342.out:result,../../../instances/NEP_knapsack_instances/4-80-8-uncorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,16,32,3599.93,0
slurm_20027963-1343.out:result,../../../instances/NEP_knapsack_instances/4-80-8-uncorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,11,40,3599.93,0
slurm_20027963-1344.out:result,../../../instances/NEP_knapsack_instances/4-80-8-uncorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,27,64,3599.94,0
slurm_20027963-1345.out:result,../../../instances/NEP_knapsack_instances/4-80-8-uncorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,12,48,3599.93,0
slurm_20027963-1346.out:result,../../../instances/NEP_knapsack_instances/4-80-8-weakcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,13,16,3599.92,0
slurm_20027963-1347.out:result,../../../instances/NEP_knapsack_instances/4-80-8-weakcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,11,8,3599.93,0
slurm_20027963-1348.out:result,../../../instances/NEP_knapsack_instances/4-80-8-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,10,12,3599.93,0
slurm_20027963-1349.out:result,../../../instances/NEP_knapsack_instances/4-80-8-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,3,8,3599.91,0
slurm_20027963-134.out:result,../../../instances/NEP_knapsack_instances/2-20-8-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,83,53,6.14976,0
slurm_20027963-1350.out:result,../../../instances/NEP_knapsack_instances/4-80-8-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,3,12,3599.92,0
slurm_20027963-135.out:result,../../../instances/NEP_knapsack_instances/2-20-8-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,135,219,75.0314,0
slurm_20027963-136.out:result,../../../instances/NEP_knapsack_instances/2-30-2-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,49,66,17.1513,0
slurm_20027963-137.out:result,../../../instances/NEP_knapsack_instances/2-30-2-strongcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,125,633,3599.92,0
slurm_20027963-138.out:result,../../../instances/NEP_knapsack_instances/2-30-2-strongcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,593,1103,3599.94,0
slurm_20027963-139.out:result,../../../instances/NEP_knapsack_instances/2-30-2-strongcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,2.01979,0
slurm_20027963-13.out:result,../../../instances/NEP_knapsack_instances/2-10-2-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,3,0,0.135115,0
slurm_20027963-140.out:result,../../../instances/NEP_knapsack_instances/2-30-2-strongcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,468,743,3599.93,0
slurm_20027963-141.out:result,../../../instances/NEP_knapsack_instances/2-30-2-uncorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,57,35,9.17704,0
slurm_20027963-142.out:result,../../../instances/NEP_knapsack_instances/2-30-2-uncorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,11,28,2.64841,0
slurm_20027963-143.out:result,../../../instances/NEP_knapsack_instances/2-30-2-uncorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,24,9,1.13577,0
slurm_20027963-144.out:result,../../../instances/NEP_knapsack_instances/2-30-2-uncorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,3,4,1.15544,0
slurm_20027963-145.out:result,../../../instances/NEP_knapsack_instances/2-30-2-uncorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,82,49,9.91117,0
slurm_20027963-146.out:result,../../../instances/NEP_knapsack_instances/2-30-2-weakcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,9,6,0.387644,0
slurm_20027963-147.out:result,../../../instances/NEP_knapsack_instances/2-30-2-weakcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,2.19842,0
slurm_20027963-148.out:result,../../../instances/NEP_knapsack_instances/2-30-2-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,4,0,2.14447,0
slurm_20027963-149.out:result,../../../instances/NEP_knapsack_instances/2-30-2-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,189,518,3599.92,0
slurm_20027963-14.out:result,../../../instances/NEP_knapsack_instances/2-10-2-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,2,0,0.178814,0
slurm_20027963-150.out:result,../../../instances/NEP_knapsack_instances/2-30-2-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,107,107,37.8673,0
slurm_20027963-151.out:result,../../../instances/NEP_knapsack_instances/2-30-5-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,69,750,3599.94,0
slurm_20027963-152.out:result,../../../instances/NEP_knapsack_instances/2-30-5-strongcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,142,936,3599.95,0
slurm_20027963-153.out:result,../../../instances/NEP_knapsack_instances/2-30-5-strongcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,32,559,3599.93,0
slurm_20027963-154.out:result,../../../instances/NEP_knapsack_instances/2-30-5-strongcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,32,398,3599.92,0
slurm_20027963-155.out:result,../../../instances/NEP_knapsack_instances/2-30-5-strongcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,23,595,3599.93,0
slurm_20027963-156.out:result,../../../instances/NEP_knapsack_instances/2-30-5-uncorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,66,177,187.254,0
slurm_20027963-157.out:result,../../../instances/NEP_knapsack_instances/2-30-5-uncorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,11,41,4.1936,0
slurm_20027963-158.out:result,../../../instances/NEP_knapsack_instances/2-30-5-uncorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,124,32,8.96915,0
slurm_20027963-159.out:result,../../../instances/NEP_knapsack_instances/2-30-5-uncorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,18,32,3.39058,0
slurm_20027963-15.out:result,../../../instances/NEP_knapsack_instances/2-10-2-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,66,48,2.72733,0
slurm_20027963-160.out:result,../../../instances/NEP_knapsack_instances/2-30-5-uncorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,39,36,2.91961,0
slurm_20027963-161.out:result,../../../instances/NEP_knapsack_instances/2-30-5-weakcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,20,426,3599.92,0
slurm_20027963-162.out:result,../../../instances/NEP_knapsack_instances/2-30-5-weakcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,16,316,3599.92,0
slurm_20027963-163.out:result,../../../instances/NEP_knapsack_instances/2-30-5-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,3,0,1.18138,0
slurm_20027963-164.out:result,../../../instances/NEP_knapsack_instances/2-30-5-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,56,999,3599.95,0
slurm_20027963-165.out:result,../../../instances/NEP_knapsack_instances/2-30-5-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,39,738,3599.94,0
slurm_20027963-166.out:result,../../../instances/NEP_knapsack_instances/2-30-8-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,96,190,108.695,0
slurm_20027963-167.out:result,../../../instances/NEP_knapsack_instances/2-30-8-strongcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,123,72,22.8549,0
slurm_20027963-168.out:result,../../../instances/NEP_knapsack_instances/2-30-8-strongcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,134,621,3599.94,0
slurm_20027963-169.out:result,../../../instances/NEP_knapsack_instances/2-30-8-strongcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,11,17,0.915594,0
slurm_20027963-16.out:result,../../../instances/NEP_knapsack_instances/2-10-5-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,3,0,0.119712,0
slurm_20027963-170.out:result,../../../instances/NEP_knapsack_instances/2-30-8-strongcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,59,759,3599.95,0
slurm_20027963-171.out:result,../../../instances/NEP_knapsack_instances/2-30-8-uncorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,32,32,2.54736,0
slurm_20027963-172.out:result,../../../instances/NEP_knapsack_instances/2-30-8-uncorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,0.174485,0
slurm_20027963-173.out:result,../../../instances/NEP_knapsack_instances/2-30-8-uncorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,56,24,2.54809,0
slurm_20027963-174.out:result,../../../instances/NEP_knapsack_instances/2-30-8-uncorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,12,4,0.28707,0
slurm_20027963-175.out:result,../../../instances/NEP_knapsack_instances/2-30-8-uncorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,5,6,2.04658,0
slurm_20027963-176.out:result,../../../instances/NEP_knapsack_instances/2-30-8-weakcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,314,860,2309.04,0
slurm_20027963-177.out:result,../../../instances/NEP_knapsack_instances/2-30-8-weakcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,776,1121,3599.97,0
slurm_20027963-178.out:result,../../../instances/NEP_knapsack_instances/2-30-8-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,182,1319,3599.98,0
slurm_20027963-179.out:result,../../../instances/NEP_knapsack_instances/2-30-8-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,353,1075,3599.97,0
slurm_20027963-17.out:result,../../../instances/NEP_knapsack_instances/2-10-5-strongcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,26,56,3.40743,0
slurm_20027963-180.out:result,../../../instances/NEP_knapsack_instances/2-30-8-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,288,558,653.59,0
slurm_20027963-181.out:result,../../../instances/NEP_knapsack_instances/2-40-2-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,37,312,3599.92,0
slurm_20027963-182.out:result,../../../instances/NEP_knapsack_instances/2-40-2-strongcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,247,634,3599.93,0
slurm_20027963-183.out:result,../../../instances/NEP_knapsack_instances/2-40-2-strongcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,226,718,3599.93,0
slurm_20027963-184.out:result,../../../instances/NEP_knapsack_instances/2-40-2-strongcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,277,654,3599.93,0
slurm_20027963-185.out:result,../../../instances/NEP_knapsack_instances/2-40-2-strongcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,101,510,3599.92,0
slurm_20027963-186.out:result,../../../instances/NEP_knapsack_instances/2-40-2-uncorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,204,224,249.622,0
slurm_20027963-187.out:result,../../../instances/NEP_knapsack_instances/2-40-2-uncorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,73,63,12.7971,0
slurm_20027963-188.out:result,../../../instances/NEP_knapsack_instances/2-40-2-uncorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,88,59,20.1753,0
slurm_20027963-189.out:result,../../../instances/NEP_knapsack_instances/2-40-2-uncorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,32,125,22.7616,0
slurm_20027963-18.out:result,../../../instances/NEP_knapsack_instances/2-10-5-strongcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,30,63,2.62105,0
slurm_20027963-190.out:result,../../../instances/NEP_knapsack_instances/2-40-2-uncorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,52,47,9.84213,0
slurm_20027963-191.out:result,../../../instances/NEP_knapsack_instances/2-40-2-weakcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,119,508,3599.92,0
slurm_20027963-192.out:result,../../../instances/NEP_knapsack_instances/2-40-2-weakcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,16,26,6.67182,0
slurm_20027963-193.out:result,../../../instances/NEP_knapsack_instances/2-40-2-weakcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,149,427,3599.92,0
slurm_20027963-194.out:result,../../../instances/NEP_knapsack_instances/2-40-2-weakcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,321,409,3599.92,0
slurm_20027963-195.out:result,../../../instances/NEP_knapsack_instances/2-40-2-weakcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,66,375,3599.92,0
slurm_20027963-196.out:result,../../../instances/NEP_knapsack_instances/2-40-5-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,29,491,3599.93,0
slurm_20027963-197.out:result,../../../instances/NEP_knapsack_instances/2-40-5-strongcorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,33,518,3599.93,0
slurm_20027963-198.out:result,../../../instances/NEP_knapsack_instances/2-40-5-strongcorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,34,428,3599.93,0
slurm_20027963-199.out:result,../../../instances/NEP_knapsack_instances/2-40-5-strongcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,29,363,3599.93,0
slurm_20027963-19.out:result,../../../instances/NEP_knapsack_instances/2-10-5-strongcorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,28,21,0.574336,0
slurm_20027963-1.out:result,../../../instances/NEP_knapsack_instances/2-10-2-strongcorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,17,7,1.14769,0
slurm_20027963-200.out:result,../../../instances/NEP_knapsack_instances/2-40-5-strongcorr-4.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,35,582,3599.94,0
slurm_20027963-201.out:result,../../../instances/NEP_knapsack_instances/2-40-5-uncorr-0.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,241,204,480.82,0
slurm_20027963-202.out:result,../../../instances/NEP_knapsack_instances/2-40-5-uncorr-1.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,149,753,3599.95,0
slurm_20027963-203.out:result,../../../instances/NEP_knapsack_instances/2-40-5-uncorr-2.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,165,560,2566.09,0
slurm_20027963-204.out:result,../../../instances/NEP_knapsack_instances/2-40-5-uncorr-3.txt,NEP,NEP-mixedInteger,basicAlgorithm,eqCuts,globalCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,25,60,12.2594,0
