FILENAME,INSTANCE,GAME_TYPE,ALGORITHM_VARIANT,CUT,CUT_VALIDITY,ENUMERATE_NE,MODEL_TYPE,BRANCHING_STRATEGY,FEASIBILITY_TOL,SOLVE_STATUS,NUMBER_OF_NE_FOUND,NODE_EXPLORED,CUTS_ADDED,TIME,ANTICYCLING_MEASURES_TAKEN
slurm_20023249-1231.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1018,676,13.7552,0
slurm_20023249-1232.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,85,56,0.976716,0
slurm_20023249-1233.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,19,4,0.368465,0
slurm_20023249-1234.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,20,0,0.333923,0
slurm_20023249-1235.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,595,544,4.73814,0
slurm_20023249-1236.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,26,16,0.487815,0
slurm_20023249-1237.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,24,8,0.424016,0
slurm_20023249-1238.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,668,796,6.27848,0
slurm_20023249-1239.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1031,732,11.2115,0
slurm_20023249-123.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,196886,25110,3599.9,0
slurm_20023249-1240.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-strongcorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,364,263,5.00455,0
slurm_20023249-1241.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,25,16,0.646045,0
slurm_20023249-1242.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,9,0,0.300925,0
slurm_20023249-1243.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,361,311,3.33505,0
slurm_20023249-1244.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,908,740,10.6851,0
slurm_20023249-1245.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,29,28,0.832181,0
slurm_20023249-1246.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,570,519,8.37328,0
slurm_20023249-1247.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,9,0,0.299517,0
slurm_20023249-1248.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,3049,2152,23.8176,0
slurm_20023249-1249.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,2153,1382,19.288,0
slurm_20023249-124.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,124092,23681,2341.95,0
slurm_20023249-1250.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-uncorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,84,71,1.83484,0
slurm_20023249-1251.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1139,1037,11.3499,0
slurm_20023249-1252.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,504,562,7.36807,0
slurm_20023249-1253.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,169,156,1.28639,0
slurm_20023249-1254.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,477,377,6.38703,0
slurm_20023249-1255.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,46,55,1.39809,0
slurm_20023249-1256.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1080,1032,12.179,0
slurm_20023249-1257.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,111,113,2.65588,0
slurm_20023249-1258.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,254,199,4.20057,0
slurm_20023249-1259.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,91,43,1.73112,0
slurm_20023249-125.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,34129,6423,328.569,0
slurm_20023249-1260.out:result,../../../instances/GNEP_knapsack_instances/4-5-5-weakcorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1800,1490,15.0814,0
slurm_20023249-126.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,188925,31830,3599.91,0
slurm_20023249-127.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,533780,64354,3599.9,0
slurm_20023249-128.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,403376,93349,3599.9,0
slurm_20023249-129.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,232400,55956,3599.91,0
slurm_20023249-12.out:result,../../../instances/GNEP_knapsack_instances/2-10-2-uncorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1007,203,4.14125,0
slurm_20023249-130.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-strongcorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,303086,109193,3599.9,0
slurm_20023249-131.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,22769,5855,255.957,0
slurm_20023249-132.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,110,10,0.915776,0
slurm_20023249-133.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,3779,914,44.3781,0
slurm_20023249-134.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,218640,57701,3599.9,0
slurm_20023249-135.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,222112,48757,3599.91,0
slurm_20023249-136.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,282635,66330,3599.9,0
slurm_20023249-137.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,289875,59014,3599.91,0
slurm_20023249-138.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,242070,43538,3599.9,0
slurm_20023249-139.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,248617,48082,3599.91,0
slurm_20023249-13.out:result,../../../instances/GNEP_knapsack_instances/2-10-2-uncorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1335,303,6.53389,0
slurm_20023249-140.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-uncorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,19,0,0.202602,0
slurm_20023249-141.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,26338,3305,261.68,0
slurm_20023249-142.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,428393,108760,3599.91,0
slurm_20023249-143.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,210378,63831,3599.91,0
slurm_20023249-144.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,265204,81579,2837.34,0
slurm_20023249-145.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,256916,130171,3599.91,0
slurm_20023249-146.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,260843,111955,3599.9,0
slurm_20023249-147.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,311575,59507,3599.9,0
slurm_20023249-148.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,189949,67085,3599.9,0
slurm_20023249-149.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,291381,90858,3599.91,0
slurm_20023249-14.out:result,../../../instances/GNEP_knapsack_instances/2-10-2-uncorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,2333,504,11.6583,0
slurm_20023249-150.out:result,../../../instances/GNEP_knapsack_instances/2-20-2-weakcorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,149208,44244,3599.9,0
slurm_20023249-151.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,51846,23696,590.822,0
slurm_20023249-152.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,42255,24428,719.405,0
slurm_20023249-153.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,51606,18165,1458.83,0
slurm_20023249-154.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,128090,58156,3599.92,0
slurm_20023249-155.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,115557,66097,3599.9,0
slurm_20023249-156.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,154166,34116,3599.9,0
slurm_20023249-157.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,123636,49132,3599.9,0
slurm_20023249-158.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,123650,63049,3599.91,0
slurm_20023249-159.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,125298,65169,3599.9,0
slurm_20023249-15.out:result,../../../instances/GNEP_knapsack_instances/2-10-2-uncorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1680,552,8.6552,0
slurm_20023249-160.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-strongcorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,259432,76395,3599.9,0
slurm_20023249-161.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,130447,51235,3599.9,0
slurm_20023249-162.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,242514,47898,3599.9,0
slurm_20023249-163.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,181372,69043,3599.9,0
slurm_20023249-164.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,178727,87171,3599.91,0
slurm_20023249-165.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,325845,106888,3599.9,0
slurm_20023249-166.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,39925,23686,872.423,0
slurm_20023249-167.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,249,89,5.0394,0
slurm_20023249-168.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,202081,63685,3599.9,0
slurm_20023249-169.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,351564,86886,3599.9,0
slurm_20023249-16.out:result,../../../instances/GNEP_knapsack_instances/2-10-2-uncorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,9,0,0.10285,0
slurm_20023249-170.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-uncorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,175482,91975,3599.91,0
slurm_20023249-171.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,205397,120989,3599.91,0
slurm_20023249-172.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,196317,128801,3599.9,0
slurm_20023249-173.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,208422,102547,3599.92,0
slurm_20023249-174.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,178524,106700,3599.93,0
slurm_20023249-175.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,201273,126028,3599.9,0
slurm_20023249-176.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,18,0,0.205404,0
slurm_20023249-177.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,214932,95413,3599.9,0
slurm_20023249-178.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-7.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,249717,71322,3599.9,0
slurm_20023249-179.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-8.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,166773,107102,3599.9,0
slurm_20023249-17.out:result,../../../instances/GNEP_knapsack_instances/2-10-2-uncorr-6.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,2317,505,11.2569,0
slurm_20023249-180.out:result,../../../instances/GNEP_knapsack_instances/2-20-5-weakcorr-9.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,11536,9529,240.428,0
slurm_20023249-181.out:result,../../../instances/GNEP_knapsack_instances/2-30-2-strongcorr-0.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,253019,36261,3599.91,0
slurm_20023249-182.out:result,../../../instances/GNEP_knapsack_instances/2-30-2-strongcorr-1.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,160281,64844,3599.92,0
slurm_20023249-183.out:result,../../../instances/GNEP_knapsack_instances/2-30-2-strongcorr-2.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,141692,71015,3599.93,0
slurm_20023249-184.out:result,../../../instances/GNEP_knapsack_instances/2-30-2-strongcorr-3.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,23740,6921,535.923,0
slurm_20023249-185.out:result,../../../instances/GNEP_knapsack_instances/2-30-2-strongcorr-4.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,346633,61043,3599.92,0
