FILENAME,INSTANCE,GAME_TYPE,ALGORITHM_VARIANT,CUT,CUT_VALIDITY,ENUMERATE_NE,MODEL_TYPE,BRANCHING_STRATEGY,FEASIBILITY_TOL,SOLVE_STATUS,NUMBER_OF_NE_FOUND,NODE_EXPLORED,CUTS_ADDED,TIME,ANTICYCLING_MEASURES_TAKEN
slurm_20023130-155.out:result,../../../instances/implementation_games/I_2_10_ss_1_4.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,11,29,2.64532,0
slurm_20023130-156.out:result,../../../instances/implementation_games/I_2_10_ss_1_5.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,2.04827,0
slurm_20023130-157.out:result,../../../instances/implementation_games/I_2_10_ss_1_6.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,88,94,5.24459,0
slurm_20023130-158.out:result,../../../instances/implementation_games/I_2_10_ss_1_7.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,1.98074,0
slurm_20023130-159.out:result,../../../instances/implementation_games/I_2_10_ss_1_8.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,0.18667,0
slurm_20023130-15.out:result,../../../instances/implementation_games/I_10_10_mm_1_4.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,1414,8961,3605.97,0
slurm_20023130-160.out:result,../../../instances/implementation_games/I_2_10_ss_1_9.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,31,39,3.07777,0
slurm_20023130-161.out:result,../../../instances/implementation_games/I_2_15_mm_10_10.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,7792,11222,401.576,0
slurm_20023130-162.out:result,../../../instances/implementation_games/I_2_15_mm_10_1.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,1929,6629,3599.98,0
slurm_20023130-163.out:result,../../../instances/implementation_games/I_2_15_mm_10_2.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,10,0,2.00708,0
slurm_20023130-164.out:result,../../../instances/implementation_games/I_2_15_mm_10_3.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,67034,42493,3599.97,0
slurm_20023130-165.out:result,../../../instances/implementation_games/I_2_15_mm_10_4.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,10581,25527,3601.06,0
slurm_20023130-166.out:result,../../../instances/implementation_games/I_2_15_mm_10_5.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,26764,47368,3600.02,0
slurm_20023130-167.out:result,../../../instances/implementation_games/I_2_15_mm_10_6.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,40270,82946,3599.95,0
slurm_20023130-168.out:result,../../../instances/implementation_games/I_2_15_mm_10_7.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,330,879,52.1612,0
slurm_20023130-169.out:result,../../../instances/implementation_games/I_2_15_mm_10_8.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,38320,73050,3599.96,0
slurm_20023130-16.out:result,../../../instances/implementation_games/I_10_10_mm_1_5.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,2691,13689,3608.88,0
slurm_20023130-170.out:result,../../../instances/implementation_games/I_2_15_mm_10_9.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,TIME_LIMIT_REACHED,0,27141,39235,3600.08,0
slurm_20023130-171.out:result,../../../instances/implementation_games/I_2_15_mm_1_10.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,202,247,14.34,0
slurm_20023130-172.out:result,../../../instances/implementation_games/I_2_15_mm_1_1.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,18,38,4.18671,0
slurm_20023130-173.out:result,../../../instances/implementation_games/I_2_15_mm_1_2.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,15,15,3.03612,0
slurm_20023130-174.out:result,../../../instances/implementation_games/I_2_15_mm_1_3.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,10,27,3.76584,0
slurm_20023130-175.out:result,../../../instances/implementation_games/I_2_15_mm_1_4.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,176,255,10.9418,0
slurm_20023130-176.out:result,../../../instances/implementation_games/I_2_15_mm_1_5.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,1,0,2.26299,0
slurm_20023130-177.out:result,../../../instances/implementation_games/I_2_15_mm_1_6.txt,GNEP,implementationGame,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,11,9,2.59973,0
